wallet_id,paid_total,power
0x35887107b1ed42a39b3c0d91982c6b8df755da2e,3.12387,559.00 Mh/s
0x81e07ee2fa1588e8e864742a131e414d93a1a455,0.90500,143.33 Mh/s
0xabee821c2050f1086bb57249ee7c6cb1745f0b9f,0.00000,0.00000
0x1ade875336547571160f1f0eb6a36fcd8fe1d110,2.21443,71.67 Mh/s
0x964a88d05b2f4905bd98332302b35bad1f87fbcc,0,1.58 Gh/s
0xa8e219481cf280874a51a7e81f2b34279199a34b,0.00000,0.00000
0xb0e057f8a20ce0545c15003bd2eadacb73abc839,1.00487,52.56 Mh/s
0x05b1a946f99689943066099f4ae9b207881d8a27,6.57349,148.11 Mh/s
0xba936db95ad70e782c2943d74bc56412047001cf,0.00000,0.00000
0xa8b4a63377cd24d7219f94e4d524327342ded256,57.41162,1.48 Gh/s
0xb69823186ecf5e31ac96b97ac89624f3d4cabece,0.00000,0.00000
0x4c021db2e9ea3f3246bbd95d7239ebf934dab55a,0.00000,0.00000
0xf7af821fa6c95662ff6d246e7e7a51b70e1ec1c3,0.00000,0.00000
0xf7d65d9d13542a3d3cdac1e13d1e92349ba20558,0.80279,62.11 Mh/s
0xf0a47fd5e3da09325e800d3877132063c7945339,0.00000,152.89 Mh/s
0x86d8202ef5d24afc40d2aa0e87230200bd5e8830,3.28666,66.89 Mh/s
0x21009d6d4663809cb988757dae0a8b92184f94af,0.00000,0.00000
0x80e1b7ff413da026dc03c98412e7e5e3c96fd3c9,3.15328,224.56 Mh/s
0x52cb6cf59e582c17f7ee4b160b61ea7ca3eef94a,17.38625,1.36 Gh/s
0x023f7687b03c83c9a72b53e53671eb54a72700bc,1.70792,23.89 Mh/s
0xfb62b989a9811cceb166981811fa6bafa5324e2c,2.27631,219.78 Mh/s
0xc24a66507bf9ea4150091f71878adaa14df273b6,0.10010,124.22 Mh/s
0x28226161f8a37e0e1f02690e6c4a8d9c3c85e1df,16.84456,592.44 Mh/s
0x1eef804d6e8185c9d0fe81b953cee577ed889cd7,1.51156,348.78 Mh/s
0x536ed70b755d988a3055af6a500b84450aae5d88,228.82061,301.00 Mh/s
0x7603fdff53e8a0bfe5dae9c4bbed55a43387f139,3.07890,176.78 Mh/s
0xdd4ad00f6b711cc50de39781fd55d367a9aa846e,0.00000,387.00 Mh/s
0x29d82936031cde3d6a16c48aaf60593f5f07aaf8,0.92285,224.56 Mh/s
0x1796293fd5852e0cf81e99de3f9bccc34bc712ab,0.00000,0.00000
0x6101793088eb1bd460931918c0c8645667d3f6a2,2.44089,124.22 Mh/s
0xd5244687a3b883e684eb547cb06a25ace19827be,0.00000,549.44 Mh/s
0xe9b1f4420e8084dacf08f1895694c45c5524584b,0.00000,28.67 Mh/s
0x1e7596aab1fcd6626d6e12e6fe28202afdabc8f9,0.00000,0.00000
0xdf2ca15fa0a9926778a0de55721ad4fb19f8c6b3,24.78032,2.35 Gh/s
0x49d262dc234609ab91a41ebc98ae806618861384,2.38532,382.22 Mh/s
0x9baa7a857f4a927e35032739c658855ee25071fb,0,66.89 Mh/s
0x26ebc695ae8bf2eeac2b8d7ac3345c22a839da3e,3.38535,148.11 Mh/s
0xa05de1190d606592f677866a0f8d6d69ad6cda88,0.00000,0.00000
0x110d1bd6db1272eb2be7c029e94efac53877c706,4.15240,152.89 Mh/s
0x572d11788712f2299214dead1f8306c0857031e1,0.00000,52.56 Mh/s
0x088411ec3609bdcc96a72925c9bab649cf255b3b,0.30339,181.56 Mh/s
0x637c661e38a684e95fb296ce6e676b71c1c9df00,0.00000,0.00000
0x3a6abb21335f6c732be47d8b03d6f119fbf0abb5,2.24850,176.78 Mh/s
0x663a5bab3bc6b216732ba6a1663130b1c712c3b4,0.00000,0.00000
0x11bd70a351ffe4e5518cf6c1d7c92402c81299c5,1.72582,62.11 Mh/s
0xe7a2500ea491c0bd308915e617fb052d69ba0530,0.25185,148.11 Mh/s
0x5016920e9c04442e7ef0194055ae6b10123b46ee,2.97668,200.67 Mh/s
0xbc20704b00101fb63e59fdd5fa18db14c9d76813,59.35853,3.87 Gh/s
0x738c60f14c392fc2a8d6007ed8e521c4a29a3705,2.28933,66.89 Mh/s
0x34f487b6f2b100244d02ad54526df027ffe76b77,0,9.56 Mh/s
0x926310eac76810f13f8473c5c1ad71b0104edc47,17.08454,711.89 Mh/s
0x502057e85cb6cb78b90ced7f588425b635db2189,0.00000,0.00000
0xe458b82d713e383cd0171ed26990eb477e2409c3,0.44331,86.00 Mh/s
0x741043167d20c6ca8628f4900587648241bf0f70,0.00000,0.00000
0x460494509843b4fef29a058cb02424c583d80a84,2.92651,215.00 Mh/s
0x24f16585bd6fbfde5c008f42d63d37e6b0a1fe32,0.00000,358.33 Mh/s
0xb991d02c2b165be1cc92caea95a0c639b185c536,0.00000,0.00000
0xddd369aa2151f956c18093c8336e402a54396a13,2.53410,305.78 Mh/s
0x35704825e30dd24531055282f1de6d5653e4d860,0.00000,0.00000
0x30de3d9ec9091e96969392a7a0ed794605da0021,4.92873,172.00 Mh/s
0x36a8b2f576d2bff66cef8ef08cbea486bdfa1529,0.05001,200.67 Mh/s
0xebdd47a5844336cae64682f99ae971c9641d04df,5.34083,248.44 Mh/s
0x35b185ce69f696257aae05daafe24ae01315c741,1.61084,52.56 Mh/s
0xa717384642e26616bf89ec98b497d33cdc393524,3.32931,1.45 Gh/s
0x15f0d272d442f11293678f022bd675e4f3c48d4d,0.00000,14.33 Mh/s
0x8a2d756027c47a3fa5c07d3705fcdbd8cae27dde,0.00000,0.00000
0xde8da709d75d234c58773e6b1f3d0d1c52eae737,0.00000,0.00000
0x62369b6bb369f6f993f5458eee12d7ffd3315ed1,0.00000,0.00000
0xde5fff34e83dae57f44ede1659528c776ced84e3,0.81107,19.11 Mh/s
0x25af7031c612ad845a3b54415932ff961cd19a21,12.36883,5.93 Gh/s
0x9a53f66c63812476faea5166fd29d83530e68e38,0.00000,0.00000
0x4ccaa06d369650eb091a1b89e10a907050206537,27.16198,993.78 Mh/s
0xbee70b60a2672c760756e6e7b1f5bc20f15932d0,1.41161,339.22 Mh/s
0x81e314fb591426b1b9f5d3d5d497d3d6e5c52aca,0.00000,0.00000
0x2c6a0449f52091a8eb1c604eb6c813a5a429614d,0.00000,0.00000
0xf54cb1b08bb939e652ca5e40158d43056eed1210,1.31199,215.00 Mh/s
0x9c9aea86f279ede1eb5e5b61867ba1abe68d0763,0.00000,0.00000
0xcd69683840aa9e270d9946bc702562fb89e32ea6,0.00000,0.00000
0x0172e58c6ec13a21e89d0b4b61b0c3006ec0204e,7.88052,559.00 Mh/s
0x1abd2107e0ca9e8781d84c79e6df38b425785c64,0.05001,23.89 Mh/s
0x9e52e81c411ad1b7f8a96990af9a86fd8acafc72,0.00000,0.00000
0x0b485d86d68089500a7f5c1663e58c391da05f10,0.00000,0.00000
0x68ec7f0d641714fc926899c96e8dd6c6cef3bfba,0.00000,0.00000
0xa68f02048f023b03bb621ece771d9e808669777f,10.11235,262.78 Mh/s
0xbd8cb3cc623c3449c6272d163ea33817fb4eec3e,4.29216,129.00 Mh/s
0xcb87527040b964bbe787ab89a38a7aced04f8fe5,0.00000,0.00000
0xe4fb956672edef4e3e2e419c343a05ce278a2710,0.00000,0.00000
0x80800113c24dd9ba51f5e6ca9d0201eefb3f697a,16.65684,387.00 Mh/s
0x4169fa0c32a1676ddd26f5be5d4d2f7d638f18db,0.00000,0.00000
0xc224038f1a4d58bcac3bf0695efcb2185f15bd6a,0.00000,0.00000
0x56b7e9a5e06e27fed970fa25822ea4a0692f9529,0.00000,0.00000
0x341e37131968e88813115ff55c1822659ef1d0d9,0.00000,0.00000
0xc50db7ba1bb8bdaa5764eb46c9bd658ceccbf2bb,0.00000,0.00000
0x71bee4a2185a83678e9256fa92cfbd4b23bd69ee,2.28230,516.00 Mh/s
0x090c2d39b9ebb5d4567e9ed34ddc9970757a6e78,0.00000,0.00000
0xe609a7423590d05d50602822eb9b83712cb6f96e,3.02350,267.56 Mh/s
0x7a521538a6a3de4f965fc081a04563ad989788c5,40.89736,1.10 Gh/s
0xcab0fafd0e7a6d115856ddc964726fda688005a6,0.00000,0.00000
0x9e7cba5ce4836c100901f38594613474aee731a4,0.00000,0.00000
0x4052c52638ec3206fdbd52c46b7510c62b91c37c,0.00000,0.00000
0xd8619cb5021a69e1216003c34398e13b98740377,0.50215,43.00 Mh/s
0xf2db9d5c476eb460a990987a486b19332ee585a5,11.29847,1.58 Gh/s
0xec78694ef8c4d30260c40409d9e4958d32c74c3d,3.86712,95.56 Mh/s
0x52de839dd49f996b95991b97a14239c5a6bafe66,0.00000,0.00000
0xe70b99ae8621ca8f13308a76a0bd2d790ffc71ff,0.00000,0.00000
0xf9992529fedb953f1f70d0ffd1dbfb61600f9184,0.00000,0.00000
0x6007df8f50479051aeb4eccfde0bd546cfff7540,0.10006,0.00 h/s
0x8e4873c3c0da02d4b2beda202ce302a87861d340,0.00000,0.00000
0x06d0617afd9754d1bbd39f009b5a3f55f86cdae1,0.15026,4.78 Mh/s
0xb9fdac76f059abf093945087a1113a7c46db7077,0.00000,0.00000
0x6f6c217b9565961803c05cc1538da93f966ab0e1,0.00000,0.00000
0x2c49681ba56fff01a112933417f599c6b5339165,9.65823,205.44 Mh/s
0x964a43223c1dd868721bc575ac58cdc37a33eaa6,0.00000,0.00000
0x6a163b028e80cb2f7535320f7cd96b592d3174af,0.00000,0.00000
0xcb63d87e0ecc954a98afe504b1e518eed07196ab,0.00000,0.00000
0x6a177944337be5f8e5068302adebca4ee401e39c,4.88427,119.44 Mh/s
0xdb26309139687bba8c67dac76cd45b583fd62ea7,1.81256,95.56 Mh/s
0xa3ca1871cd81266db95ef70b2b32ca8d43195adc,1.18043,568.56 Mh/s
0xa5ac0bbe168cff2020d35ef45c16b1112b06dfd1,1.87723,258.00 Mh/s
0xa882d0ccdc90be9ffc4f3543b0f2717c2bcf59dd,1.50912,86.00 Mh/s
0x517d74a21c7b1afcd3a6bf2154da5010617417fc,23.94041,1.16 Gh/s
0x573d2be1e6c3caf2a7df1e8639300cd5604e854c,0.00000,0.00000
0x79b7fed279937af654412498253e13d432a272ba,0.00000,0.00000
0x42666d5cfd24a6c62d30a178102eb51b0e6c799a,0.00000,0.00000
0x861f353badc25481ad1dfbc130e4ff7fee03f7c5,0.00000,0.00000
0x0113cefc18d8e1d2f644ae351b4f98f1198b251f,25.36888,2.01 Gh/s
0xc63744ec2c76c81e2b0a0ae4a6dc5e873beba162,0.00000,0.00000
0x31fb81ee08a55d7ea75856cac08a01ff257e4bab,0.00000,0.00000
0x6e74ab9283f58a18af124f2cb115af8690cc0f56,7.55464,797.89 Mh/s
0x65ff9ae8ccb01a4d0dde7d731fb97a0f4bc03d04,0.00000,0.00000
0x5ed7fd9acbd567276e4612543e52556106236cc4,0.00000,0.00000
0xcd072d1686734c1b6f22912f215d846fc76a1888,1.68098,367.89 Mh/s
0xe9dce4ff20622a32f70087ac9d21e7590926dd03,1.75578,14.33 Mh/s
0xdf4cc38947203839f956d8ca2d1a34b002da2775,0.00000,0.00000
0xc5c34ba78683bfa0f30f33830cb66e73f0f2f1ce,10.80648,267.56 Mh/s
0x90d7f721d25a7e997c8731c10dc023d30efec2cd,0.00000,0.00000
0x165bd852a837cce823922f593ba4deaf9605a2f4,0.86352,71.67 Mh/s
0xf31d554f1e61efb88149fbfa97991b79cfa865d2,5.99412,453.89 Mh/s
0x4d7dafb1ae803b45e9615334c1544013f2443257,0.73022,14.33 Mh/s
0x5ea80d4116aad999bd7adcfb4326b20884637391,18.14258,1.92 Gh/s
0x34b2aec16cd2ead37c73caca4f065a78b0a238d1,4.63346,105.11 Mh/s
0xbfa95326b32871d07a9721f616c52b844f6098fc,0.00000,0.00000
0x9eefd456049b7690afbefae17fb8901cad059dd4,0.00000,0.00000
0x1797533d84a1a9f17f7a8cf36b8eb1c1ccd21d68,2.15415,124.22 Mh/s
0x8f938ce1c4959aa77f895d39dae8206dc4300c0b,0.00000,0.00000
0x250078bf8512ae707e1e04287dbd39d4d85e286a,0.00000,0.00000
0x7c54150da975b4cd4443169292f0d7aa31341813,0.00000,0.00000
0x4cdecb7f40809670b27c65a086103b5e081a946d,6.33063,195.89 Mh/s
0xd5ad26dd3140c07f590eed22aee52bfde5ef145a,0.00000,0.00000
0x0d498ea2d640bb603176b010a68d770222e05d32,0.00000,0.00000
0x572bdd5f4fbcd321acfe0816da7b6b346f0de603,0.00000,0.00000
0xb18cb55722a1e45ed563b4060691756ac5d94836,1.74221,143.33 Mh/s
0x22ea53cf7a21576bb6f5a4512a1f1cc882fe7007,0.00000,0.00000
0xabd9b725a98ffb1447897d70364176fd18f3a730,0.00000,0.00000
0x54f7c239e5b9838a09eb4c7e64c05a05cac4ea48,0.00000,0.00000
0x9565499b6b153146834c5a81b8209d3007d99801,0.00000,0.00000
0x05b159af7ed790048fc5a5341b5950c94855da2c,0.00000,0.00000
0x12cf2c59c5069608ab39d6599f6d6f9ed172634a,3.24978,444.33 Mh/s
0x667f27f0f4b7b4f89b2ccf4b65f009d0bedc11b3,0.00000,0.00000
0x95da0c5fd6b694feff00b1b24ce55495e8edaa8f,0.00000,0.00000
0x12960c5b4f59069d2d25827d3d81e0b6209962e4,1.22823,38.22 Mh/s
0x27ce35f25bf0e46811f76b4f977cf1cdeb2176ef,1.85907,90.78 Mh/s
0x105d922b72dcc50d22e51365e4f03675f3259030,0.00000,0.00000
0x0c57f87a8a1fa045b978eb5ac0a5215acda23243,0.35140,215.00 Mh/s
0xa4f311bd3c8e217ae21fe30ff92147cd0befeef8,0.00000,0.00000
0x2ffba1aa99720331f043728b3f68212ad148ed6c,0.00000,0.00000
0x6b66a47b535f471cd6ae4b536affe7e5ea848e63,0.00000,0.00000
0x2994e186128d5fe8471496f09f0c3669b5103d4b,0.00000,0.00000
0x76b9403522eb3b05a454f8183bd87fe7375aa6f9,0.00000,0.00000
0x68108eebc0a91be1e8a4f532a59700401ffb0f23,0.00000,0.00000
0x9b2142a2716d55861f5a4fb3734222ca37ffddd9,0.00000,0.00000
0x6ffdfea5f90c9c19543f6f0c0ba633a4585bb834,0.35178,195.89 Mh/s
0xeb802952f10726c4abf644ada65a5d22c68c31b5,0.00000,0.00000
0xa95adf08676c561e4bb2c9986394d142fc9a4116,0.00000,0.00000
0x0fe7c0c7bd4ba1cb714c1b1d020f3cc60604b7e9,0.00000,0.00000
0x9d143cb41901970b130e22d9b7de0fc9840d5272,0.00000,0.00000
0x17f8c6507cb637c6a5ebf8d528e247d343f74dc0,0.00000,0.00000
0x86674e55f9f1b7a6ff83b3c97cf4e7c3904d8e09,0.00000,0.00000
0xad2e9c664519b9098daaee62b7b60c6adbc90820,0.00000,0.00000
0x24743bb5b6fb4a63cf0ee3001868fb190c0416a6,2.79373,86.00 Mh/s
0x85f6ff1a5e93709ac03d26365cf7c3936cc56a93,1.92668,71.67 Mh/s
0xf535087756666669c76e97562e9a3da66457e6b3,20.96213,979.44 Mh/s
0xcf8a5cf929d71d2a602cceffbec8817f400079b3,3.12704,162.44 Mh/s
0x730976bd077f9f7491e2287cd3c8391a3c38fb52,0.00000,0.00000
0xfa361a9fe4d74ad4c574efe4c91ea9cb6c37d832,0.00000,0.00000
0xe80c7f0a25540da3c27fc7bd789120784760aa61,4.51756,124.22 Mh/s
0x127be4a7707ee339fe4d2a32f0f7fc2a0b62ec8c,0.00000,0.00000
0x3de1584b5bc1f613ee74452cfbaf3fa9a2bc97d4,10.82248,406.11 Mh/s
0x985abf7e77e7a59dd04e9835bfb0da8c5172fa6f,0.00000,0.00000
0xc299eb3441b0aa31c6eae0fc62f48457ad17b54f,0.00000,0.00000
0x56089d6a2f4cca32ac08d094aae4b60b116920ba,0.00000,0.00000
0x93752d8c94dd408763bd6fe03ab7673999184469,0.00000,0.00000
0x177687ad9ac83a882037585b7e075731da2da517,13.98194,769.22 Mh/s
0x2ff99e6bd238634980d63be80a14ea458e02e77a,0.00000,0.00000
0x2a472b60430c34b014c5df0d931716e3fc175995,0.00000,81.22 Mh/s
0xde8613ed6fd565998e4609bc972eac6cc13afaaf,0.00000,0.00000
0x8996d8c4788378aef4e4765e535a0223d101ca31,0.00000,0.00000
0xea857de67f5a63184404b8ca3c618aa94813ebf3,0.00000,0.00000
0x8a2a2e1104c1751608de7bf4aebadd156b245df5,0.00000,0.00000
0x7955946525f00fefd14ad0f072ccb686438d3105,0.00000,0.00000
0x7717e925bf4e9941c01edd81e1a2812b8f3382c5,0.00000,0.00000
0x7ff5d19bf2a7577a795c6f7c0057889bf721c42f,0.00000,0.00000
0x7676f3da02d4d6f17e92553cfff0a511b36a58f3,0.00000,0.00000
0x5ee4e05212850414f237671badba7d1f2d523f90,0.00000,0.00000
0x206c1e4bb65472b356853f8b5f2d03c7618db21a,0.00000,0.00000
0xf68ba36196b99eb9cb4b3b84b72e9e16ca59a5d7,5.99836,492.11 Mh/s
0x6716a61cf16e7bbb5349b018998db5ffda498f59,0.00000,0.00000
0xad20f5f5f3d102ee6a9ca2a63e8aa59415bbb8b9,0.00000,0.00000
0xfe8dacaa5823ba2977590a62f9600db784493a04,2.72031,143.33 Mh/s
0xc1fbb26104c8209e12e13f4032e4b1310e783a36,0.05035,157.67 Mh/s
0xd6b78146cdb495dfad72cc33d4467eda4b18adca,0.00000,0.00000
0x2e06b3f81ba9245be83ebe775e4b50bb5fee4d35,0.00000,0.00000
0x5ccd7aec3f29278947f929ea0a9f25493eae02d5,0.00000,0.00000
0xabeebb2d4aff9083ef8da50fb7fdd77c9e409db1,0.00000,0.00000
0x5b88f87e682d38ea234f968c9f87f29e5323efcd,3.06646,90.78 Mh/s
0x2a4f6708fb04378b2a150875d3e5dbaefa995dfb,0.00000,0.00000
0xc098d9eda6189259ed2f3aad514d8773358fa58e,0.00000,0.00000
0x483c8aa504896e11180bd2ba1b14002f221db978,0.00000,0.00000
0xec9a20316d3b3ccd83a38c7b228aeb2f547fc0c3,0.00000,0.00000
0x7c767af217845d38649cbbf95d69f16b8fbe6c37,0.00000,0.00000
0x903d16102e5bb1c12c385a03edd7b57bc78bef67,0.00000,0.00000
0x7fda83b1612c9b87b6cdd602d36f4812a307839a,0.00000,0.00000
0x886810b9c062b0beb47d1587c9051d1d73b1d3f7,0.00000,0.00000
0xccd4205280ee65f58199347c99ba6b6bace8d17c,0.00000,0.00000
0xddede447a3dd464745d4da6f7fb269cccd7cfc8b,0.00000,0.00000
0x0e47cc5576be5b5f5d3376b9777e16ef5cd1a01d,0.00000,0.00000
0x53d7ddb6ae8e4aac36bedc11bf6481d233808295,0.00000,0.00000
0x740ac75d1d0c6eead15d2b2fcb927f74496458f3,8.57191,339.22 Mh/s
0xe0ce6a01ffc9cdb8ff59ec299ff926a04d8b7e9d,10.52060,516.00 Mh/s
0xf08e939b6ded4856a4c87c29a772c82c7c6c1096,0.00000,0.00000
0xd8728d73abbafd619c12d8874f132d4ebc9b802f,0.00000,0.00000
0x0e5a17cb37472a12270b5387a15f76201eea5a21,0.00000,0.00000
0x0a422c50b0c48b1ab6bb5b6fa90a5b0bb6b5b7a0,0.00000,0.00000
0x028a202b6e61444990e3e776a0b69b436346e6c3,0.00000,0.00000
0x84f3170eec9be6c5409331e8384cc1bb6f5d90e6,0.58243,33.44 Mh/s
0x6b53f26bf9a53cf4d96e905caf7dee779d856bf8,0.00000,0.00000
0x1d7def7532d7e1b87a13264a7a70847a5cda4b24,0.00000,0.00000
0xc1cbd344e5602a6b7f17a788140a067f39786bd9,1.81584,176.78 Mh/s
0x2de796fc2c6c6abca9b8ae99a9b773bc4ea001c8,0.00000,0.00000
0xb9cf2da90bdff1bc014720cc84f5ab99d7974eba,0.00000,0.00000
0x4f635177b43a3f8d424070fa6dd081c09383ba11,0.00000,0.00000
0x7509dfb8b33a236d98e1dc230a3d480bb0465533,0.00000,0.00000
0x10657e28815b1c0b95fea4fdbeaf9c35a50581f1,0.00000,0.00000
0x72d90900df25b9b31a05b333d476e2eb5ed411e3,0.00000,0.00000
0x6a2df4318de4018b18186b225f7c304c0800f723,0.00000,0.00000
0x251dfd984af5f95127f3555994c0acea9871cdd6,0.00000,0.00000
0xf414baba64d9632b06b767d7e90e4207a9c38c0c,0.00000,0.00000
0x9ad92fca5f24e76dee340d2fc40d425a43b08bc3,0.00000,0.00000
0x0614dd5b23acf2d5324a26150eead9f7a65542e5,3.15785,511.22 Mh/s
0x0638e54c385ead28aee3ac1a3d9515263be30959,0.00000,0.00000
0xcecd92429ee8a014d3db019df47f627e4aba5d14,2.19351,76.44 Mh/s
0x153edcc9aaa44d61e4677d1d0f0817ad10807417,0.00000,0.00000
0xf0ecb318f468b40e7c700473ffe96f332b76c0cf,0.00000,0.00000
0x778f5c410227067b9aa1652e4c02b5ae70313aba,0.00000,0.00000
0x3bb5725fbad397947db53aed31f54404123f2026,0.00000,0.00000
0xbb2be966c5b4d5e6c4f7486c979f666db6d5e897,2.52166,167.22 Mh/s
0xcb269d6bb18b1ce4481fd075504a36156d84a7d3,0.00000,0.00000
0x6d040ac8a3b2dc337f1eb2b5a431a0b3de723fef,3.12744,167.22 Mh/s
0x3626e4305bc5b7af1024ce98cf340792ab8026b4,0.00000,0.00000
0x50dec4d279567bfa824be6a626b515abd0fa263a,0.00000,0.00000
0x1bf9a30dd6320db512ec7a725914d416d0bbca3f,0.00000,0.00000
0xa07b53047df9715d70e6ab8b7f5c68169165b0eb,0.00000,0.00000
0xfcb6747faf51a707e7c0c4d7510bc38befaed264,0.00000,0.00000
0x77c9d3d4f0d626f1a939e706270dda09203f7dba,0.00000,0.00000
0x8d46c6d0deb7df43762dc6b2e4b72bdaf024ea85,0.00000,0.00000
0x321cff915bada4977ca353947ea994eeb8c4b114,0.00000,0.00000
0x3624fa1350322730602bfc687f03361503517dec,0.00000,0.00000
0xadd584049b5368f38c81f57f9eb4e44ea9e6b951,0.00000,0.00000
0xe2963351c82d6d046f23e9212899eb5ff2a8514b,0.00000,0.00000
0x61b4106a4169d94d6a9a0c266412245d3ce637d8,0.00000,0.00000
0x6c85ada94aa66f88040fbba2c59c1397714dc6b8,0.00000,0.00000
0x8b109c718b845d6ac2650d8ba5f80a6439db2cc2,0.00000,0.00000
0x5f488da7c53b0a4e48439d2dcc1e9d2c3a73a6ed,1.96927,181.56 Mh/s
0x6ba521ff57ec0c90857b04ae99091d7dbb38c911,4.38879,219.78 Mh/s
0xc18b8f6c5a9a53f11c8be60808f0b831b7625608,0.00000,0.00000
0xfff8bfc248d0236c2372c53756704552a5aff56d,17.45847,783.56 Mh/s
0x0d4e4f5dbc0b65c9129f6dfc1a79e1b33cf0b700,72.72596,4.56 Gh/s
0xd3faa517d78c95d113f7c53c87e2c6536fa028c8,1.76598,205.44 Mh/s
0x34e2b44be436754e5fa940f02739f2d2705af83b,0.10127,243.67 Mh/s
0x69a79caaddecef02bd7f860c97048d9aaefb59af,3.69109,286.67 Mh/s
0x2fd9e4baa0829b94b804b697dcb6d799d2666797,3.38407,262.78 Mh/s
0x63c56ee359723971e21fdaffdd6b4c115bedea51,5.38113,358.33 Mh/s
0x0c9c8fbb30e464b39b896a0ec3ed20308a3a3102,0.75535,157.67 Mh/s
0xddb36a9029b1dd0dffb649ff61fbe76b0d02468c,5.81048,296.22 Mh/s
0x2cda8719ed35fb566537664f46651f47cf9b107e,15.07370,1.46 Gh/s
0xb9459d1151319e78251741bb81a85eda70721705,15.52881,941.22 Mh/s
0xa3267779a489660bdec279edf11d892bbe8e31b5,2.90732,95.56 Mh/s
0x315af0d6f2352daf8dbb100706aa92c60e5c3d3f,0.25219,138.56 Mh/s
0x9cac5befe70e7a0ccde1c04d72442786ad0b2fdc,0.70454,186.33 Mh/s
0x8413e82c8ce42c0578dbd1dbec987a571b166c2e,0.80556,100.33 Mh/s
0x7d9ff4efb20f05bfaba854624b7d226ec712f9cd,0.00000,0.00000
0xa06bd00db46580225d48c3b6469d017c83f6af59,0.00000,0.00000
0x962984a8b3e572eb75e6d4aa7c54561f99beab41,0.00000,0.00000
0xb5904793f7cb2ca4b239a818b6fe93e07e82f360,0.00000,0.00000
0x92a5a63c6ac3421919df4b89cb6b134c9b78562c,0.00000,0.00000
0xa131595aba61718066cbf85e2b5d4de41259ce8c,0.00000,0.00000
0xfe3d44e85bbd941977f4a54dfa8dae8fa2186680,0.00000,0.00000
0x098921236e29f9c406a357d7f6000daccdc4e944,0.00000,0.00000
0x3994a2a6a9d137a1dff378498e1d237c2379a715,0.00000,0.00000
0x56ac56640d2e33c5a895f974c94d14fa3c1ae7e3,0.00000,0.00000
0xb5c4962365c85fec84062191bd9b6b3e419fb6d1,0.00000,0.00000
0xf02a281b86437f6e76c1f5ec47c0ef795c9a0604,0.00000,0.00000
0x7b9a5fad33c768409ea52e8242fe56820380649f,12.25631,0.00 h/s
0x3e0ce41b37f651c2c1e1b0154f32254d970f82ef,0.00000,219.78 Mh/s
0xfcdc31d1614385f5282ed3179e0583073a19e46a,3.86446,76.44 Mh/s
0x982bcad40a1605c7cde9a3771854676e50ab9ed2,0.00000,0.00000
0xee5f438b8ba5bb871d2560de2e0aaeaf85120ac5,0.00000,0.00000
0x75f1def38c16aad0f27af57f37a3eb64cf8ccfd2,0.00000,0.00000
0x2a209502116f5b192a0b32a797e841ae0617ad9e,0.00000,0.00000
0x3b76b8ae48afbf39bcd85b6e1810476f53fb94a8,0.00000,0.00000
0x9d47ff5216088dc0c6895215a0826a3f36a97336,0.00000,0.00000
0x3018abeb8c23dc32146af67c39daa23b0fcd3eec,0.00000,0.00000
0x8846d3a1c6a00aadc2ea90f495ab1d7396e3d160,0.52858,47.78 Mh/s
0xb896b5e06aa00ec7bf3b37238c0a829947d5320c,0.00000,0.00000
0x6a121e219a0e536e9b1fcdf78b046dec5aa9ff8c,0.00000,0.00000
0x83da64ffdfe4f6c3a4cf9891d840096ee984b456,0.00000,0.00000
0xf3312923497fdfea295b7aa1fe765bb7c8614530,0.00000,0.00000
0x9a89b60d7d71edcf99821e226ad2c12e192ecd2b,0.00000,0.00000
0xe3d25ee114cf66fbd3a36ae42a061bd7199e16dc,0.00000,0.00000
0x4157557157f246725a16b1b51f4dffd1b4985b87,0.00000,0.00000
0xaa6ef23842b1840e41bd100ccbc9e57e264e6115,7.45239,172.00 Mh/s
0x99ace9a1b1d5785f4a020a121360a62bfa829091,0.00000,0.00000
0x23b34684f8b8416aa16032f0c0926de10c00180c,0.00000,0.00000
0xb0b70449828b2eb17bfb4afe416280c2871f9da6,0.00000,0.00000
0xa9eab8d9cb443e749b4f82d228a96c020dc888d3,0.00000,0.00000
0x95bfa86a8038befd537a62c88de49162d47a9e6b,2.17217,367.89 Mh/s
0x7fb21ac4cd75d9de3e1c5d11d87bb904c01880fc,14.22348,645.00 Mh/s
0x738b9550022cdfa62ca9a5ee23977bf35906de1f,5.44795,81.22 Mh/s
0xa614c8f930fa79d874c0e50f0d35ddb405d52c03,0.05019,119.44 Mh/s
0x52e60e2a5bcaebe462d3691e45d44096988c6f45,2.27338,152.89 Mh/s
0x3ea81b7f39f60316db0900452cb1e640de6aea9a,10.30777,210.22 Mh/s
0xfa1e80f6e7c87cb5e0bbae5504ba11ade8a47518,3.09662,191.11 Mh/s
0xd9fa1bbbc7b44247ab493393f3071303f27f17ff,0.87001,348.78 Mh/s
0x5985ee9a739a16bbf14fedef3c15ce53a0cca15a,0,52.56 Mh/s
0xb63df4f8fb8f0426693d8173560364f553c0ba68,3.13371,167.22 Mh/s
0xfaa186dbfc542bf0c9a3f44ec49bf22a831d69af,0.85542,95.56 Mh/s
0xbc732637db090e543181e605d08d580c85623ab0,5.72740,157.67 Mh/s
0x1384e84fcbbc3368ded5956a16e092b9a55b93e4,4.82147,248.44 Mh/s
